Tweet index	Label	Tweet text
1	-1	@Nelly_Fox @Makarenca Moj tud včasih čez dan to dela. Po eni uri ga ven vzamam in rečem ok, ne boš spal, ampak to bo potem tvoj problem.
2	-1	Dej mi švoh pet dek salame! Kolk? Švoh pet dek! Ka je dek? Kaj je švoh? Slabih petdeset gramov! Kaj je slabih? Solit se pojd! Adijo! Adijo.
3	-1	@PureDestiny @chatek Nene, headline januarja, 23 eur. Itak je odvisn od dvorane pa to, sam par eur manj bi ble pa lohk...
4	-1	Toj res čudn, an. Prejšnji twit. Že mam idejo za napis na majici. Poj bom pa vsakmu pokazal napis na seb, pa naj se mal zamisljo.
5	-1	Fakt št. 1: Skor sm zgubila glavo na tekočih stopnicah, ker sm oprezala za enim tipom. Fakt št. 2: V torbici nosim cedevito. #normalday
6	-1	"Navdušen klic mame. ""Romina, na @Val202 bodo dns ob petih govoril o tem, k pravš, da maš tud ti. Neki z barvami."" Sinestezija? ""Ja!"" Jao :)"
7	-1	Tist, k ste vsak dan kidal sneg... pa pol, ko je bil dež in mraz in ste skos jokal na TW. No, to. Zdej pa nehite jamrat nad TEM vremenom!
8	-1	@Selestenje pomoje mal odvisn tud od noge. Men prej pr stran grejo, k pa zadi. Nasploh vsi čevlji :) @NinaGray_ @gromska_strela @Gcerne_
9	-1	Da ne bo kdo preveč resno jemal to z možgani: The popular left/right story has no solid basis in science. http://t.co/UO1wkFg1eA
10	-1	@smolnikar vau, vse so nama uničl... čist... vse. Ne vem, kaj je fora, res ne. :-( Dejansko je en uporabu vsaj štiri C4 za to...
11	-1	Sej je že prou... pa si rekla, da bom lahko še eno kost glodala, če bom pridna... pha, boš že vidla... :) #Meggie http://t.co/96K5YqvGx6
12	-1	Tole je blo se ene 2h nazaj u avajonu, zdej pa ze v hotelu. Odfuk od otoka. Noro:) #vacation #madeira http://t.co/HQkkcc2dMj
13	-1	@BorutKirar Jap, to je blo tud čudovito. Sej mislm, da bo sklep te debate, da nekdo ni dobr premislu, preden so zaprl Slovensko.
14	-1	Jst bi tud najdu kovanec, vreden veliko denarja. Kje je drgač sploh logika? Gor piše neki, vrednost pa veliko večja. Težave modernega sveta.
15	-1	@tejchab Hihi :) No, sej sej, jst tud, ampak za tisto urico si dovolim skoči na hrib. Telefon, mail in te zadeve imam itak na sebi.
16	-1	@GobaFunk @Chuppacadabra @leaathenatabako @ales_gantar včasih sva si sledila na TW, pa je tip vse preveč sral po TL, sem ga odsledil.
17	-1	Ku se pa celotna generacija strinja, da je bil test totalno debiln, se je pa tut mau za zamislt. Ric does it again. #matura
18	-1	"Kakšno zgražanje zaradi ""nepreprič.in sploš"" odg.AB; da ""smo"" izvolili PV, ki v celi kampaniji ni dal enega konkr.odg., nikogar ne moti!"
19	-1	Hm. Al se on to poskuša zvlečt ven iz dogovora, al me opozarja, da ne bo baš enostavno, al pa kaj??? Bemti, moški, pa smo me kao skrivnostne.
20	-1	@leaathenatabako Evo, poznavalke. Ne morš mim stroke. Strokovno sem se zajokala od smeha, ko so sfušal: give me hope joanna! Hahaha.
21	-1	@mcvelbar @EffeV @CuisineSkaza Lej, ni druge, kot, da jo unfollowamo vsi, če bo še naprej tok nesramna... P.s.Jst bi raj unga ta temnega.
22	-1	Tviter mi je vedno manj pri srcu. Najprej modre črte, zdej mi interactions ne folgajo, app ima krizo identitete in ne prikzuje fotk...
23	-1	Dobra debata o #time4popcorn, nad ktero idejo sem kr navdušen. Vedno je dobr poznat tud širši kontekst. http://t.co/vGSh1ktqpE
24	-1	Ne razumem, od kje ima OCC na disovery-ju tak rating, da ga že 10 let predvajajo. Waste of time, isti motorji, ista osnova, druge barve...
25	-1	"Sm mislu, daj to tko k s kolesi. Pač uzameš... ""@freeeky: Ima kdo kaksno marelo od poslovnega partnerja odvec? #marelaless"""
26	-1	Tud macki so po lastnikih. K rai se tko igra, da lezi na istem mestu, pa zamahne s tacko sam takrt, ko igraca pride cist do njega #lenoba
27	-1	Tole pa dons cel dan na repeat. We are snowflakes, kaj pa druzga. Poslušte, če se vam da, dobr je. Bratušek ingliš. http://t.co/TwWN5uOGNp
28	-1	Če bi lahko na svetu spremenil eno stvar, kaj bi to bilo? — budale bi pobila... sam pol bi blo pou mn populacije http://t.co/CC3RMBjnB5
29	-1	"'Sm študiru, če bi štumfe ubu, pa sem reku, mah, boli me! "" #qotd Ja! Ker krokse furat brez nogavic pa ni #slabo #facepalm"
30	-1	Setamo po Lj in pride Zoki mim, se ustavi pa da Emanuelu petko. Tamalmu nc jasn. Recem, to je Zoki kralj, in se tamal zadere: Zoki kralj! :)
31	-1	@p_zoran nope. To se sliši extremistično in pogumno. Za turizem ne rabiš poguma. ;) @KatjaSeruga @RokSrakar @petrasovdat @tejcos
32	-1	Dobr no, kakšna je to debilana z iCloud drivom na iPadu in iPhonu? Deluje samo preko appov, ni pa native appa za gledat dokumente in fotke?
33	-1	Omg, the tekočo sezono the Walking dead lahko na TV - ju gledam ali naročnina za TV je dejansko uporabna :) #fox #ogledzanaj
34	-1	Ne vem, kaj je novinarjem-PR službe ministrstev @vladaRS pa res ne morejo delat čez vikend. PR-ovci min.za zdravje delajo na urgenci UKC :)
35	-1	Un moment, ko se starši spet začnejo obnašat, kokr da si star 16, ti pa ugotoviš, da je skrajn cajt, da pičiš nazaj v Lublano.
36	-1	Js popizdevam sam nad enim svojim ucencem in enkrat na tri tedne se ful derm nanga, naj omenim, da je zan gluh in se mi potem vsi smejijo
37	-1	@Komanovmulc Haha, ka pa je squash, pa vem. 😅 in to ni to, kar je na slikah. Pocesaj jih vsako jutro. Pa trivremenski taft si kupi. 😅
38	-1	Ne, ne cenm tega, da že dva dni zapored dopoldne nimamo vode in da nas o tem nihče ni obvestil. Tolk o jutranjem umivanju glave&amp;all.
39	-1	@nad_bogom @ManicaAmbrozic aha. Pol mi pa povej, kaj dela oz o cem odloca evropski svet, o cem EK in o cem evr parlament. Kdo je glavni?
40	-1	@Katjusa12 @iCinober @NeuroVirtu Lohk, da je tud ta piranski. LDS je tko al tko pol Pirana pokupil v zlati dobi vladanja in kraje.
41	-1	A greva milkshake narest tko kt v filmu Ghost, sam da sta onadva glinen pepelnik delala, midva bova pa milkshake. Crazy shit I say :P
42	-1	@MasaButara @smurnik Sploh nisem vidla vajini replyjev včeraj. U, ja, night club. :) Js razmišljam, da bi šla še laufat zdejle. Je še zgodi.
43	-1	@DC43 LOL. Ti si prerokinja :) Danes je PV Bratušek že moledovala, naj se mu vendarle da priložnost. Še par dni in bo pozabljen(o).
44	-1	@miklavzg @Viber heh, vecina moje komunikacije je preko vibra. Ociten + so seveda klici, ko si v tujini. Whatsapp tud uporabljam.
45	-1	Iz domobranske stranke, morjo vsi tolk otresat zató, da bo kahuna uspel na vse naprave 8 naloadat, preden ga pospravijo nazaj v celico?
46	-1	Glede na to, da sva že true #Philippines izvedenca, je čas za nov #askJP trenutek. Če koga kej zanima- shoot or forever be quiet (sejneno)
47	-1	@Pika_So @leaathenatabako @PeterSvetina @edvardkadic @t_celestina @Maxova68 Ne smeš tolk vlečt. Pol te pogruntajo. Da sediš na fotelju. ;)))
48	-1	@humercab :D ženim bratranc me je navadu. Pa ne tist športnik. Tadrug. Drugač jaz za to ne rabim pijače, sem lost case :)
49	-1	@markopahor Dejva kar datum določit, kaj praviš? Zate vem, da maš zihr že celo 2014 splanirano, tko da to ne bo problem :D
50	-1	@StellarGirl_ hahaha :)) Brala trače in to. Take bedarije si zapomnim, kej pomembnega tk ne. Evo: http://t.co/Uum2xLr9Xf
51	-1	V eni uri shoppinga sem od prodajalka in prodajalcev nabrala: love, sweetheart, hun, darling in doll. Oh, you British peeps!
52	-1	@AljosaNovakovic hehe, verjetno izurjeni vinjetnik. Ampak brisalce dajo tud, pa ne vem, če moreš prej šipo razbit al ne :-)
53	-1	@oggctopus ah, I wish! ta faksič je pa tko funkylicious :) Glede na trenutno smer bi mogla ful preveč dif.nardit. Next time, I guess.
54	-1	"@JozeBiscak @Fall_over @SpelaVovk ker to iz Velenja twetta Pahorjeva PR, me zanima, če tudi ""precednik"" navija za Predina?"
55	-1	@Orleanska1 @BanicGregor @BernardBrscic @SebastjanErlah @nmusar Kakšno zvezo ima, če ni dr.? AB nas žali že dolgo, pa je le psevdo mag.
56	-1	Sem že videl par bedakov na TW, ampak https://t.co/SNN866YS8U in njegovi komentarji o #Gaza beat all of them https://t.co/Edg9oUduRZ...
57	-1	@smerkolina Ja, bi mogla tud jst naletet na dobrega :) ampak ima res ogromno folka sfaljenega (ne ostri do 2.8). Je, kar je.
58	-1	Spomenike krast. hahahaha, sam smo res vukojebina. tist, k te prešine, predno zaspiš. kateri je naslednji? un z odprtim gobcem je res nagravžen!
59	-1	Naša @UMEK_1605 in @djmikevale sta spet nominirana za IDMA nagrado. Dejte bit kul in podpret (tech house DJ in track) http://t.co/KKuP2RZ7lU
60	-1	@murekar Poslediza okamenelega terga nepremizhnin, ne vsrok. Ştarzi bodo prodali/dali v'najem, ko drugi ne bodo plazhevali sa njihove hishe.
61	-1	@EffeV zdravilo postane le, če si še pir zravn na klopci odpreš. Sam ga morš hiter spit, ker drgač zavre v strup pr tejle savni.
62	-1	@pikicavelika tud jst! Celo pot iz Ce do Lj sem pritiskala Refresh, pa mi je skoz kazal enga neprebranga. Ustrelila sem skor tlf.
63	-1	@JorgPETROVIC @JJansaSDS Troika, troika ueber alles... Ma ja, kdo bo sedaj kriv, Desusuvec že joče... A je zopet JJ kriv, takole za zapahi?
64	-1	Soči, olimpijske igre z droni etc. Šport, adijo... new surveillance standard at Sochi (background checks, drones) http://t.co/uBR3z9NpSX
65	-1	Higschool reunion, po naključju v pubu špila Vili Resnik. Prvi komad'ti, ti, ti, ti, moja rožica'. Prej mij blo vseen, zj ga ne maram!
66	-1	Rečeš bosancu, naj gre vrata prprt. On gre do vrat in stoji pred njimi. Majstr ga vprasa, kaj dela. On pravi, znam, ka su vrata, a sta je prpr?
67	-1	@NinoDjordje Crazy shit is crazy. Najbrž bi še Mugabeja podpirali, če bi se lahko s tem usrali na glavo nekomu, ki jim ne liže jajc.
68	-1	Cimra ima navado po prekrokani noči cel dan poslušat Nirvanin- Where did you sleep last night, js pa po novem: https://t.co/hiYqTpo43F
69	-1	@PrimozArtac @NeuroVirtu @DELO_TW Od vročine še twitter pregoreva :-) Janez Zeljarič, hehe. Zemljariču se tako kolca, da mu proteza skače...
70	-1	Ta twitterju se sploh ne znam drugače smejat kot he he. Ha ha preveč navaden, hi hi je za pusije, ho ho za dedka Mraza. Hu? Eh, dejto no :P
71	-1	Veš, kaj bi morala nardit premierka? S falconom bi se morala peljat k onemu, ki nas duši z obrestmi, in bi mu morala rečt: it iz over forged it
72	-1	Najprej teži, da nč ne jem, pol k sm lačna, pa reče, da nej si nardim popečeno zelenjavo. YOU'RE NOT MAKING ANY SENSE HERE.
73	-1	Fantje iz VSO bi se malo zabavali (po vzoru na civil war re-enactment), vi se pa razburjate. Saj niti orožja nimajo. Aja, čak mal...
74	-1	Gledu Gravity. Prežvečen plot in dialogi. Je pa feeling spacea top. Če že, gledat 3D. Also, končno se skor prov NE sliš explozij/collisnov.
75	-1	Nevem, da ni @RomanLeljak -adobla udba v kremplje? Že nekaj dni ne čivka. Kaj mislite? Bi blo treba tiralico? #samvprašam
76	-1	Njoki s polži in ramsteak od boškarina. #zenon #brtonigla #istra #croatia @ ZENON konoba &amp; enoteka http://t.co/Gnv33OyOX2
77	-1	"Na kongresu PS po tisočletjih padel latinski nomen est omen. #negativci Za tiste, ki to razumete kot podporo AB: ne, bila je ""ništa osobito"""
78	-1	@ninnchy Aja... Sm mislil, da bo to tematska poroka. :) Če bi vaju filana paprika združila, bi se to tudi spodobilo. :) @antares_91
79	-1	Ko se furam v avtu in rabim filing, pride tale vedno zelo prav. http://t.co/bWyakR1WJO Jp, west coast gangsta shit je vedno inspiracija.
80	-1	Ob takšnem volilnem telesu je jasno vsaj eno- Alenka lahko mirno spi. (Dej vil nevr get it sou ši hez ol d tajm in d vorld press)
81	-1	@th0r ne uspe. Ikonca se mi je odkrušila desno zgoraj pri kljunčku od tviterja. Se bojim, da bo odkrušek poškodoval ikonco od Facebooka.
82	-1	"Proud to be the @Simobil “Ambasador”: http://t.co/fcsL4flkQq ""Gotovo smo bili že večkrat v stikih na našem FB ali TW"" http://t.co/8zYv9fMyVc"
83	-1	Bedene v 3. krog Mastersa v Miamiju! http://t.co/jB4oVaoBrF Wow, bravo!! Heh, ko smo bili pamži pri Benču, je pa samo pimplal :)
84	-1	Ne vem, a sam zarad prvega izkustva 3dfilma, ampak #GuardiansOfTheGalaxy je odlicen film. Priporocam! (No, pa dobra druzba tud sede ;-)
85	-1	Prsli Japonci do recepcije in mi prnesli ruto, da bi decka s piscalko obleku. Sm jim reku, da ne maram sushija. #cudnanedelja
86	-1	Like slut day za @HRUPmag Šeramo, invajtamo in lajkamo, ker so res najjači domači glasbeni portal. http://t.co/G0OOFTAqaH
87	-1	@matjazwinkler Ne vem. Sej lahko, da misliva različne zadeve:) Ampak pomojem da ne. Lahko pa tud, kaj pa vem, ko se na svetu tolk dogaja:)
88	-1	@tyschew kva je to, hahaha? Tko k da bi se na kavi dobila in bi mi reku, da je bil un tvit zadnč ful smešn! RT al pa fav modele! Smej se sam!
89	-1	Dobr, da sm na Jesenicah, ker tole, kr pišete o dogajanju v Celju... Bi biu moj tv dons že čez balkon. #junaki #EuroBasket2013
90	-1	Gledam ta sprint in se spovnem na zlati bron petre majdic. Dokler sm ziv, nebom pozabu. Clo jokal sem od srece #TvitamZaNase
91	-1	@mmiha2 Dvakrat je napisala'vstane'. :) @ErikaPlaninsec Na cenik se js nikol ne oziram. Ko se grem zabavat, se ne obremenjujem z ničemer.
92	-1	@Tusarka A bi blo bolš, če si pustita lase na eni strani pa si pol lase češta na drugo stran v prečko? Plešavost pa ja ni politično dejanje?
93	-1	Do I really need a salad spinner in my life? Lej, ne vem. Je pa kul, pa od sebe daje tak zvok k TARDIS, predn odleti. #happyvegetarian 🌱
94	-1	@spirulinka9 Aja, brezveze. Jst sem danes pil kofein na avtocesti, bolj optimalno. Na morju jem samo zajtrk... Tam kofeina ne rabiš. :)
95	-1	Kdo bi si mislu.. Bravo, Risi! Neverjetn, kaka igra, sploh ne morem verjet :)) #icehockey #risi #slochi @TeamSlovenia #TvitajmoZaNase
96	-1	Un šmrkavi intern-bankir je mel vsaj za 2k obleko in orng plačo, jaz rintam skor isto cajta za pest kovancev... pa ga objokuj.
97	-1	@LazarjevPolzek Niti me ne zebe. Glava me boli, utrujen sem, poln kufr mam vsega itd. Zaril bi obraz v lase, zaspal al pa kej druzga...
98	-1	A veš, tist filing, ko se zaveš, da maš samo še en teden počitnic, potem pa back to reality? No, to. Kr mal me stisne :(
99	-1	@matjaz_jansa OK, I got the idea. Brat @PortalPolitikis je sicer še huje kot guglat nepismene neologizme. @petrasovdat @Libertarec @Andr3jaL
100	-1	"Kuj k rečeš ""bang for a buck"" za kšno z velik dobrih lastnosti, veš, da se je slišal narobe. Še dobr, da si to reku ""na notr"" ni ne v ekran :)"
101	-1	Tipi nej bi ženskam vse plačval, ker drgač kao ne izpadejo moško, a po drugi strani ženska izpade keš pička, če pusti tipu, da ji vse plačuje.
102	-1	@SuperIvica @polona95 Ne skrb, Ivice, ji ne bomo nč povedle :) Sam zanč je stikala neki okul tvojga bloka. Pa sm ji rekla, naj zgine, a ona nč.
103	-1	@savicdomen @toplovodar debili so potem tud tisti, ki so priznali chemtrale: nemška, amero in skandinavska vlada ter Monsanto. Kaj ni jasn?
104	-1	Končno po več kot enem letu spet nad 70kg! huhu, tnx coach za najjači jedilnik-7obrokov na dan :D MUSCLE UP #gettinStronger #Ripped #Body
105	-1	@luka_vee Ja, saj zato se je pa treba boriti proti davčnim oazam. Sej počas boš zaštekal. :) @kricac @anejmehadzic @pengovsky @petrasovdat
106	-1	"Robben miri fante. ""Tko bom zasimuliru, da bo sodnik dal penal, skloftal unga, k me ja kao spotaknu, in plesal z delegatom. #yolo"
107	-1	Takih papku ne rabmo. Za Slovenijo bi mogu igrat s srcem, ne pa, da ga mormo še prosit. Adijo! #kzs #eurobasket 2013 http://t.co/5Wtyxr6yZe
108	-1	@AlenkaJerajSDS saj rudarji tud stavkajo v Velenju... sam ne zarat takih neumnosti. Veste, oni nimajo za jest, vi si pa majce tiskate.
109	-1	@megafotr Zgledata zgledno sturdy. Če shendlata občutljivo elektroniko, se ju sam drži. Za na Ibico pa thule in thinktank. Pomoje.
110	-1	@petrasovdat @indijanec Meni sta pa oba tko kjut v tem dialogu, da vama bom zdaj kar tkole na daljavo rekla: jaz mam pa vaju oba rada! Eto!
111	-1	Jp, @PlanetTV skozi celo oddajo kaže #NovZacetek, folk pa vseeno tvita #Kmetija. Res mi ni jasno, zakaj je folk tolk blesav :)
112	-1	@Nelly_Fox men jih je blo najhuš dat notr prvič, sm rabla par ur. Pol sm bla pa sam vesela, da spet vidm :D kwa pa ne gre?
113	-1	Tudi Abenomics, ne le Križanomics, oz Damijanomics, so –hvala nasvetom Krugmana– dizaster http://t.co/oUIckIGMbM... @DA_Stockman @Amarena555
114	-1	Zdej sam čakam, da bo kej čez mene reku, sam js ne bom tok prjazna pa za njimi pospravlala, zato da bo moj vsaj mal počivu lahko.
115	-1	A veš tisto, ko začneš na TW pisat hashtag in to sproži drop-down meni s predlaganimi hashtagi? Kje človek izklopi to bedarijo?
116	-1	Kdo je že pametoval, da se bo umaknila? MT @AP: BREAKING: Ex-Ukrainian PM Tymoshenko announces she will run in May 25 presidential elections
117	-1	"Dans začenjava s kolegom za gasilce koledarje nosit. Pejte na bankomat, majku vam, da ne bo pol ""joj, čist smo brez gotovine"" :D"
118	-1	ABOP ali After je boljš od partija :) Treba jih bo kdaj na kak žur povabit, sound je zehr gut. (@ Bi-ko-fe) [pic]: http://t.co/h3ZBpzyjR0
119	-1	"@Pika_So Z ""neo"" in ""post"" predponami tud jako pameten zgledaš, še posebej, če z očali. Predstava na rtvslo zagotovljena. @MladiMisleci"
120	-1	Sam cakat na mojo muti je pa najhujs, ne. Cez pet minut pridem! Grem lohk kr na kavo in jo v miru spijem, pa je se ne bo. #tipicnozensko
121	-1	@opica Super za vas. Js sm hotla samo izkušnjo delit. So mi bila cenejša mleka dosti boljša. Ampak vsak ma svoje. :) @SillyInnerVoice
122	-1	@lucijausaj @SamoGlavan @AntonTomazic @Maya7thAngel Jest sm vedu pred Juncem, da Cerar ni telefoniral. Ta stori je zmenjen že prej.
123	-1	Temle Boharju pa gre z novo frizuro še bolš ko prej. Ka bi blo šele, če bi se na balin postrigu... #mismomaribor #ChampionsLeague
124	-1	@PeterFilec :D bova, ja. Boš pa lahko vsak cajt obrnu pedala. Jst komi čakam, da se vsedem nanj. Dost zime in zimskih oblačil. Fuj!
125	-1	@asocialec @KibibiC jaz nalimam na rob monitorja pri desktopu, na laptop ali pa dam v denarnico za offline stvari. Deluje.
126	-1	Precej nazaj sm se odloču, da v predalu vedno more bit čokolada. Zdej sm se odloču, da more bit tud sladoled vedno v zmrzovalniku.
127	-1	@MeeyaMee @lencicalenca @lenci53 @maticslapsak Hiter pozabiš, drgač neb blo treh. To ni samo film, je kar reality show, imenovan Življenje :)
128	-1	@SvobodaInOdgnst @assiski Tole si odlično povzel. Zato so v Britaniji sharia courts- a judicial system within a judicial system.
129	-1	San Antonio Spurs so prodal vse Slovence, zdej pa so dobil porcijo od enga... Nice job @RealGoranDragic, u made us SLO bbal fans very proud!
130	-1	@marko_alpner @Avodovnik se opravičujem za DMje. Očitno mi je nekdo shekal twitter account. Sem že menjal password in revokal appe. Hvala!
131	-1	@GoDavid7 David, zdj ti bom moral malo kontrirati... Bode in Herman sta dvakrat zapored pojedla atlete in NFLovce na'Int Ath.Chalenge..
132	-1	@DanielKalan kok je zdej rezultat? Na TV povejo eno cifro, na TW vsak drugac napiše... pestro :))) @RTV_Slovenija #junaki
133	-1	@lilayRose Pa zna? In ima pravo obutev? In ne tehta več kot 100 kg? Drugač si bo več škode kot koristi nardila. Boljš hitra hoja za začetek.
134	-1	@ovtsa Ne obupaj. 3/4 tega je poza. Pol ti pa čez 5 let prbije, da a si lohk predstavljam, da en sošolc sploh ni vedu, kaj je pieta. D. :)
135	-1	@kvadratek ne, nč tazga. Očitno smo se pred leti poznal, pol pa zbrišem folk, če se en let ne vidmo. Kaj mi bojo? We ain'tfriends.
136	-1	Astrology Test: http://t.co/FA2Tu1hsEQ Ni tisti clip, k sm ga mislu, je pa na isto foro. Pa še o horoskopu je! @RagnarBelial @leaathenatabako
137	-1	@marinmedak :D Kako si me pa nasel? Par h pred tem sm napolno debatitala na busu z neznano gospo in dan je bil popoln. Malenkosti so tiste.
138	-1	@MladenPrajdic Prazno letovišče s fake morjem. Wow. Še minibar in daljinca od vodne pojstle pofotkaj, pol si pa vzami odmor. :D
139	-1	Cinamo dans s pivci v @IrishPubSlo :) sokrivci so sledeci: @brodul, @iElectric, @jskrablin ter @kosoblejka :) http://t.co/qz7j0Wi67j
140	-1	@bosstjanz krompir je tud pr nas kr neki. Ostalo pa zaenkrat uspeva :) ozimnica bo dobra v drugi zelenjavi letos, na zalost.
141	-1	Top shit campaign. In simpl ko pasulj. Lačen? Anyone? #joške &amp; #MartialArts combined #sof2014 http://t.co/8Agyczmhq2
142	-1	@mirandazaksek @JJansaSDS ma boli me, če je izvoljen. Ven iz čuze ne more. Če si zdravnik, tud ne more, pa če si pilot, tud ne moreš. Zakaj on?
143	-1	"Pr nas je ful zakon, če si nardiš kavo in potem aparat zastoka, da rabi kak ""servis"". Za mano je blo dans treba napolnit kavo in vodo ;)"
144	-1	"Epic: ""Lejga, Rašota; je podpredsednik @kzs_si sam zato, da bi ukradu dnar. "" @MAvanzo- Apparatus http://t.co/oX35on8N74 via @apparatus_si"
145	-1	Hopkins win shows mastery of craft http://t.co/t98G789i5v Še je čas za poklicno spremembo tudi za nas z malo nižjim emšom. :)
146	-1	Moja nova majca (zlo fensi) se plete. Tnx, Vesna, za pletenje, tnx, Maša, za idejo in tnx, niti-niti, za... http://t.co/c3HwAqrPaN
147	-1	Včerej ni blo cajta pisat :-) #Bajaga je biu #top, kljub temu, da par komadov še nikol nism slišala. Kr ni nehov igrat :-) #backhome
148	-1	@jureflux A si vedu, da je to na Islandiji? So si lovci na puffine postavl kočo za med lovsko sezono. http://t.co/MHVtc1cUF4
149	-1	@7inki In bohnedej, da jim kej rečeš glede tega, ker potem takoj izpadeš kot ta hujši snob. Kokr da sem js kriva, da berejo zanič knjige.
150	-1	@itsTheEpicMe dostkrat me tud 10 minut pred koncem in je potem neizbežna vsaj ena ura več. Sam glede na to, da se da tud prej it, je kul.
151	-1	@FrancoJuri1 sj ne vem, pod kaj ti spadaš! kaj so oni tud fašisti? Oni, ko sexajo z več ljudmi? Saj pa ti si expert v tem! kajne?
152	-1	@Jure_Bajic hehe, al pa če bi mi po kitajsk napisal :) A to je kot navaden računalnik, sam, da je manjši? Nekaj med pc in notesnikom?
153	-1	@Cvetlicarna Kak FB profil mate to? A ne bi raj naredili en page, kjer lahko lajkaš to stran, ne pa, vas morm dodat za frenda (kar ne dela)?
154	-1	#SCOENG kamorkoli prešaltaš @itvfootball + @SkyFootball pa še @Sport_Klub_Slo! Uboga Messi &amp; @Cristiano na Ol'Traffordu, bo kdo gledu njiju?
155	-1	@matevzluzar Sploh pa ne vem, kako ste šele v 2015 ugotovil’, da rokomet tut šport, in v športu je dnar. Na žalost že predolgo.
156	-1	@AljosaKocen Kolk k*rčev uptime? SO resne tevaže z delovanjem mailov, (web) dostopom do njih, ipd... Al je bolj problem online Office?
157	-1	@Centrifuzija @robertklinc To je reku tud moj foter, pa moj dedek, pa moja pra-babica. Pa verjetn bodo tud moji otroc rekl to svojim...
158	-1	@karinska_ ok; eni nimajo mere. Pa kaj naredi montaža. Sej ne, da sm gledala, samo prikažejo ponavadi vse v drugi luči, kot je res blo..
159	-1	@larapotocar Omg, kok sm vedla, da se bos oglasila. Poznam te kot lastni zep... Drugace pa mas jutri po matematiki dober razlog.
160	-1	@rgrilec Imaš vse zadnje update?... nažalost BT in WIFI uporabljata podoben frekvenčni razpon in se to zna zgoditi... probaj updajtati OS!
161	-1	Mislim, da sm čisto napačen človek za to nalogo. Sm kr vprašal šefa, če prej ves pir v hladilniku spijem oz. če lahk vzamem dopust.
162	-1	@KarmelinaHu @pengovsky @SeVednoZiv @RisIzpodRoznika @roznikmedo Ja. Najbolje, vsaj tečt ne bo treba... na dolge proge sem bolj švoh.
163	-1	Medtem, ko vsi brenčite o stricih, MK in BP jaz razmišljam le o #Gaza. In razmišljam, kdaj je Twitter postal just another social network.
164	-1	@maticslapsak Sem mislu, da je tole z YT bolj šala, pa vidm, da je res. Pa čeprav sam z biciklom. http://t.co/8C8icce9XZ O.o
165	-1	@misasajovic Js pa totalno vesela, ker sem bla skos na 94/95 in sem že imela na to-do brisanje mejlov s priponkami. Upam, da ni kaka pomota.
166	-1	@AndrejaValic @MilanZver @kizidor @petra_jansa @mladinaVSO Res je. Problem je v tem, da se je za nekatere preteklost začela cca leta 1989.
